super,hall,kind,index,p00,p01,p02,p10,p11,p12,p20,p21,p22,s0,s1,s2
1,1,k,2,-24,0,0,0,0,-48,0,-24,0,0,0,0
1,1,k,2,0,-24,-24,0,24,-24,24,0,0,0,0,0
1,1,k,2,0,0,48,24,0,0,0,24,0,0,0,0
1,1,k,2,0,24,24,-24,0,0,0,-24,24,0,0,0
1,1,k,2,24,0,0,0,-24,-24,0,24,-24,0,0,0
1,1,k,2,24,0,0,0,24,0,0,0,48,0,0,0
1,1,k,2,24,24,-24,-24,24,0,0,0,24,0,0,0
1,1,k,3,-24,-24,24,24,0,24,0,24,24,0,0,0
1,1,k,3,-24,0,0,0,-24,-48,0,-24,24,0,0,0
1,1,k,3,-24,0,0,0,-24,48,0,24,24,0,0,0
1,1,k,3,-24,0,0,0,0,-72,0,-24,0,0,0,0
1,1,k,3,0,-24,-48,0,-24,24,-24,0,0,0,0,0
1,1,k,3,0,-24,48,0,24,24,-24,0,0,0,0,0
1,1,k,3,0,0,72,24,0,0,0,24,0,0,0,0
1,1,k,3,0,24,-48,24,0,0,0,-24,-24,0,0,0
1,1,k,3,0,24,48,24,0,0,0,24,-24,0,0,0
1,1,k,3,24,0,0,0,24,0,0,0,72,0,0,0
1,1,k,3,24,0,24,24,-24,-24,0,24,-24,0,0,0
1,1,k,3,24,24,-24,-24,0,-24,0,24,24,0,0,0
1,1,k,3,24,24,-24,24,0,24,0,-24,-24,0,0,0
2,1,t,2,24,0,0,0,24,0,0,0,24,0,0,0
2,2,k,2,-24,0,0,0,0,-48,0,-24,0,0,-12,0
2,2,k,2,-24,0,0,0,0,-48,0,-24,0,0,0,0
2,2,k,2,0,-24,-24,0,24,-24,24,0,0,-12,0,0
2,2,k,2,0,-24,-24,0,24,-24,24,0,0,0,0,0
2,2,k,2,0,0,48,24,0,0,0,24,0,0,0,0
2,2,k,2,0,0,48,24,0,0,0,24,0,12,0,0
2,2,k,2,0,24,24,-24,0,0,0,-24,24,0,0,0
2,2,k,2,0,24,24,-24,0,0,0,-24,24,12,0,0
2,2,k,2,24,0,0,0,-24,-24,0,24,-24,0,-12,0
2,2,k,2,24,0,0,0,-24,-24,0,24,-24,0,0,0
2,2,k,2,24,0,0,0,24,0,0,0,48,0,0,0
2,2,k,2,24,0,0,0,24,0,0,0,48,0,0,12
2,2,k,2,24,24,-24,-24,24,0,0,0,24,0,0,0
2,2,k,2,24,24,-24,-24,24,0,0,0,24,12,0,0
2,2,k,3,-24,-24,24,24,0,24,0,24,24,0,0,0
2,2,k,3,-24,0,0,0,-24,-48,0,-24,24,0,0,0
2,2,k,3,-24,0,0,0,-24,48,0,24,24,0,0,0
2,2,k,3,-24,0,0,0,0,-72,0,-24,0,0,0,0
2,2,k,3,0,-24,-48,0,-24,24,-24,0,0,0,0,0
2,2,k,3,0,-24,48,0,24,24,-24,0,0,0,0,0
2,2,k,3,0,0,72,24,0,0,0,24,0,0,0,0
2,2,k,3,0,24,-48,24,0,0,0,-24,-24,0,0,0
2,2,k,3,0,24,48,24,0,0,0,24,-24,0,0,0
2,2,k,3,24,0,0,0,24,0,0,0,72,0,0,0
2,2,k,3,24,0,24,24,-24,-24,0,24,-24,0,0,0
2,2,k,3,24,24,-24,-24,0,-24,0,24,24,0,0,0
2,2,k,3,24,24,-24,24,0,24,0,-24,-24,0,0,0
3,1,t,2,24,0,0,0,-24,0,0,0,-24,0,0,0
3,3,k,2,-24,0,0,0,-24,0,0,0,48,0,0,0
3,3,k,2,-24,0,0,0,-24,0,0,0,48,0,0,12
3,3,k,2,0,0,48,0,24,0,-24,0,0,0,0,0
3,3,k,2,0,0,48,0,24,0,-24,0,0,12,0,0
3,3,k,2,24,0,0,0,-48,0,0,0,-24,0,0,0
3,3,k,2,24,0,24,0,24,0,-24,0,24,0,0,0
3,3,k,2,24,0,24,0,24,0,-24,0,24,12,0,0
3,3,k,3,-24,0,0,0,-24,0,0,0,72,0,0,0
3,3,k,3,-24,0,48,0,-24,0,24,0,24,48,0,24
3,3,k,3,0,0,72,0,24,0,-24,0,0,0,0,0
3,3,k,3,24,0,-48,0,24,0,24,0,24,0,0,0
3,3,k,3,24,0,0,0,-72,0,0,0,-24,0,0,0
3,6,k,2,24,0,0,0,-48,0,0,0,-24,0,0,0
3,9,k,2,-48,0,0,0,-48,0,0,0,24,-36,-12,0
3,9,k,2,-48,0,0,0,-48,0,0,0,24,0,0,0
3,9,k,2,0,0,24,0,48,0,-48,0,0,0,0,0
3,9,k,2,0,0,24,0,48,0,-48,0,0,0,12,-36
3,9,k,2,48,0,-24,0,48,0,0,0,24,0,0,0
3,9,k,2,48,0,-24,0,48,0,0,0,24,36,12,0
4,1,t,2,24,0,0,0,-24,0,0,0,-24,0,0,0
4,6,k,2,-24,0,0,0,-24,0,0,0,48,0,0,0
4,6,k,2,-24,0,0,0,-24,0,0,0,48,0,0,12
4,6,k,2,0,0,48,0,24,0,-24,0,0,0,0,0
4,6,k,2,0,0,48,0,24,0,-24,0,0,12,0,0
4,6,k,2,24,0,24,0,24,0,-24,0,24,0,0,0
4,6,k,2,24,0,24,0,24,0,-24,0,24,12,0,0
4,6,k,3,-24,0,0,0,-24,0,0,0,72,0,0,0
4,6,k,3,-24,0,48,0,-24,0,24,0,24,48,0,24
4,6,k,3,0,0,72,0,24,0,-24,0,0,0,0,0
4,6,k,3,24,0,-48,0,24,0,24,0,24,0,12,0
4,6,k,3,24,0,0,0,-72,0,0,0,-24,0,0,0
5,1,t,2,-12,-12,0,12,-12,0,0,0,24,0,0,0
5,3,k,2,-24,0,0,0,-24,0,0,0,24,0,0,0
5,6,k,2,-24,0,0,0,-24,0,0,0,24,-6,0,0
5,9,k,2,-24,0,0,0,-24,0,0,0,48,0,0,0
5,9,k,2,-24,0,0,0,-24,0,0,0,48,0,0,12
5,9,k,2,24,0,-24,0,-24,0,-48,0,0,0,-24,0
5,9,k,2,24,0,-24,0,-24,0,-48,0,0,12,-6,-36
5,9,k,3,-24,0,-24,0,-24,0,-48,0,24,-24,0,24
5,9,k,3,-24,0,-24,0,24,0,48,0,-24,-24,0,48
5,9,k,3,-24,0,0,0,-72,0,0,0,24,0,0,0
5,9,k,3,-24,0,0,0,-24,0,0,0,72,0,0,0
5,9,k,3,72,0,0,0,-24,0,0,0,-24,72,-24,0
6,1,t,2,24,0,0,0,-24,0,0,0,-24,0,0,0
6,18,k,2,-24,0,0,0,-24,0,0,0,48,0,0,0
6,18,k,2,0,0,48,0,24,0,-24,0,0,0,0,0
6,18,k,2,24,0,0,0,-48,0,0,0,-24,0,-12,0
6,18,k,2,24,0,0,0,-48,0,0,0,-24,0,0,0
6,18,k,2,24,0,24,0,24,0,-24,0,24,0,0,0
6,18,k,3,-24,0,0,0,-24,0,0,0,72,0,0,0
6,18,k,3,-24,0,48,0,-24,0,24,0,24,0,0,0
6,18,k,3,-24,0,48,0,24,0,-24,0,-24,0,0,0
6,18,k,3,0,0,72,0,24,0,-24,0,0,0,0,0
6,18,k,3,24,0,0,0,-72,0,0,0,-24,0,0,0
6,21,k,2,-24,0,0,0,-24,0,0,0,48,0,0,0
6,21,k,2,0,0,48,0,24,0,-24,0,0,0,0,0
6,21,k,2,24,0,-48,0,-24,0,-24,0,0,0,0,0
6,30,k,2,-48,0,0,0,-48,0,0,0,24,-36,-12,0
6,30,k,2,-48,0,0,0,-48,0,0,0,24,0,0,0
6,30,k,2,0,0,24,0,48,0,-48,0,0,0,0,-48
6,30,k,2,0,0,24,0,48,0,-48,0,0,0,12,-36
6,30,k,2,48,0,-24,0,48,0,0,0,24,0,0,0
6,30,k,2,48,0,-24,0,48,0,0,0,24,36,12,0
7,1,t,2,24,0,0,0,-24,0,0,0,-24,0,0,0
7,21,k,2,0,0,-48,0,-24,0,-24,0,24,0,0,0
7,21,k,2,24,0,0,0,-48,0,0,0,-24,0,-12,0
7,21,k,2,24,0,0,0,-48,0,0,0,-24,0,0,0
7,21,k,2,48,0,0,0,-24,0,0,0,-24,0,0,0
7,21,k,3,-24,0,0,0,-24,0,0,0,72,0,0,0
7,21,k,3,-24,0,48,0,-24,0,24,0,24,0,0,0
7,21,k,3,-24,0,48,0,24,0,-24,0,-24,0,0,0
7,21,k,3,24,0,0,0,-72,0,0,0,-24,0,0,0
7,21,k,3,72,0,0,0,-24,0,0,0,-24,0,0,0
7,39,k,2,-48,0,0,0,-48,0,0,0,24,-36,-12,0
7,39,k,2,-48,0,0,0,-48,0,0,0,24,0,0,0
8,1,t,2,-12,-12,0,12,-12,0,0,0,24,0,0,0
8,18,k,2,-24,0,0,0,-24,0,0,0,24,0,0,0
8,21,k,2,0,0,-24,0,24,0,24,0,0,0,6,0
8,30,k,2,-24,0,0,0,-24,0,0,0,48,0,0,0
8,30,k,2,24,0,-24,0,-24,0,-48,0,0,0,0,0
8,30,k,3,-72,0,0,0,-24,0,0,0,24,-72,0,0
8,30,k,3,-24,0,-24,0,-24,0,-48,0,24,0,0,0
8,30,k,3,-24,0,-24,0,24,0,48,0,-24,0,0,0
8,30,k,3,-24,0,0,0,-72,0,0,0,24,-24,0,0
8,30,k,3,-24,0,0,0,-24,0,0,0,72,0,0,0
8,39,k,2,-24,0,0,0,-24,0,0,0,48,0,0,0
8,39,k,2,24,0,-24,0,-24,0,-48,0,0,18,-6,-36
9,1,t,2,-12,-12,0,12,-12,0,0,0,24,0,0,0
9,21,k,2,-24,0,0,0,-24,0,0,0,24,0,0,0
9,21,k,2,-24,0,24,0,24,0,0,0,-24,0,6,0
9,39,k,3,-72,0,0,0,-24,0,0,0,24,-72,0,0
9,39,k,3,-24,0,-24,0,-24,0,-48,0,24,-18,-6,-36
9,39,k,3,-24,0,-24,0,24,0,48,0,-24,-18,6,36
9,39,k,3,-24,0,0,0,-72,0,0,0,24,-24,0,0
9,39,k,3,-24,0,0,0,-24,0,0,0,72,0,0,0
10,2,t,2,24,0,0,0,-24,0,0,0,-24,0,0,0
10,3,t,2,-24,0,0,0,-24,0,0,0,24,0,0,0
10,18,t,2,-24,0,0,0,-24,0,0,0,24,0,0,0
10,57,k,2,-24,0,0,0,-24,0,0,0,48,0,0,0
10,57,k,2,-24,0,0,0,-24,0,0,0,48,0,0,12
10,57,k,2,0,0,48,0,24,0,-24,0,0,0,0,0
10,57,k,2,0,0,48,0,24,0,-24,0,0,12,0,0
10,57,k,2,24,0,0,0,-48,0,0,0,-24,0,-12,0
10,57,k,2,24,0,0,0,-48,0,0,0,-24,0,0,0
10,57,k,2,24,0,24,0,24,0,-24,0,24,0,0,0
10,57,k,2,24,0,24,0,24,0,-24,0,24,12,0,0
10,57,k,3,-24,0,0,0,-24,0,0,0,72,0,0,0
10,57,k,3,-24,0,48,0,-24,0,24,0,24,48,0,24
10,57,k,3,0,0,72,0,24,0,-24,0,0,0,0,0
10,57,k,3,24,0,-48,0,24,0,24,0,24,0,0,0
10,57,k,3,24,0,0,0,-72,0,0,0,-24,0,0,0
10,60,k,2,24,0,0,0,-48,0,0,0,-24,0,-12,0
10,60,k,2,24,0,0,0,-48,0,0,0,-24,0,0,0
10,63,k,2,-48,0,0,0,-48,0,0,0,24,-36,-12,0
10,63,k,2,-48,0,0,0,-48,0,0,0,24,-24,-12,0
10,63,k,2,-48,0,0,0,-48,0,0,0,24,-12,0,0
10,63,k,2,-48,0,0,0,-48,0,0,0,24,0,0,0
10,63,k,2,0,0,24,0,48,0,-48,0,0,0,0,-12
10,63,k,2,0,0,24,0,48,0,-48,0,0,0,0,0
10,63,k,2,0,0,24,0,48,0,-48,0,0,0,12,-36
10,63,k,2,0,0,24,0,48,0,-48,0,0,0,12,-24
10,63,k,2,48,0,-24,0,48,0,0,0,24,0,0,0
10,63,k,2,48,0,-24,0,48,0,0,0,24,0,36,0
10,63,k,2,48,0,-24,0,48,0,0,0,24,12,0,0
10,63,k,2,48,0,-24,0,48,0,0,0,24,36,12,0
10,72,k,2,-24,0,0,0,-24,0,0,0,48,0,0,0
10,72,k,2,-24,0,0,0,-24,0,0,0,48,0,0,12
10,72,k,2,0,0,48,0,24,0,-24,0,0,0,0,0
10,72,k,2,0,0,48,0,24,0,-24,0,0,12,0,0
10,72,k,2,24,0,-48,0,-24,0,-24,0,0,-12,0,0
10,72,k,2,24,0,-48,0,-24,0,-24,0,0,0,0,0
11,2,t,2,24,0,0,0,-24,0,0,0,-24,0,0,0
11,6,t,2,-24,0,0,0,-24,0,0,0,24,0,0,0
11,18,t,2,-24,0,0,0,-24,0,0,0,24,0,-6,0
11,60,k,2,-24,0,0,0,-24,0,0,0,48,0,0,0
11,60,k,2,-24,0,0,0,-24,0,0,0,48,0,0,12
11,60,k,2,0,0,48,0,24,0,-24,0,0,0,0,0
11,60,k,2,0,0,48,0,24,0,-24,0,0,12,0,0
11,60,k,2,24,0,24,0,24,0,-24,0,24,0,0,0
11,60,k,2,24,0,24,0,24,0,-24,0,24,12,0,0
11,60,k,3,-24,0,0,0,-24,0,0,0,72,0,0,0
11,60,k,3,-24,0,48,0,-24,0,24,0,24,48,0,24
11,60,k,3,0,0,72,0,24,0,-24,0,0,0,0,0
11,60,k,3,24,0,-48,0,24,0,24,0,24,0,12,0
11,60,k,3,24,0,0,0,-72,0,0,0,-24,0,-12,0
11,81,k,2,-24,0,0,0,-24,0,0,0,48,0,0,0
11,81,k,2,-24,0,0,0,-24,0,0,0,48,0,0,12
11,81,k,2,0,0,48,0,24,0,-24,0,0,0,0,0
11,81,k,2,0,0,48,0,24,0,-24,0,0,12,0,0
11,81,k,2,24,0,-48,0,-24,0,-24,0,0,-12,0,0
11,81,k,2,24,0,-48,0,-24,0,-24,0,0,0,0,0
12,2,t,2,-12,-12,0,12,-12,0,0,0,24,0,0,0
12,9,t,2,-24,0,0,0,-24,0,0,0,24,0,0,0
12,30,t,2,-24,0,0,0,-24,0,0,0,24,0,0,0
12,57,k,2,-24,0,0,0,-24,0,0,0,24,0,0,0
12,60,k,2,-24,0,0,0,-24,0,0,0,24,-6,-6,0
12,63,k,2,-24,0,0,0,-24,0,0,0,48,0,0,0
12,63,k,2,-24,0,0,0,-24,0,0,0,48,0,0,12
12,63,k,2,24,0,-24,0,-24,0,-48,0,0,0,-24,0
12,63,k,2,24,0,-24,0,-24,0,-48,0,0,0,0,-12
12,63,k,3,-24,0,-24,0,-24,0,-48,0,24,0,0,0
12,63,k,3,-24,0,-24,0,24,0,48,0,-24,-48,0,24
12,63,k,3,-24,0,0,0,-72,0,0,0,24,0,0,0
12,63,k,3,-24,0,0,0,-24,0,0,0,72,0,0,0
12,63,k,3,72,0,0,0,-24,0,0,0,-24,0,0,0
12,72,k,2,0,0,-24,0,24,0,24,0,0,-6,6,0
12,81,k,2,0,0,-24,0,24,0,24,0,0,0,0,0
12,90,k,2,-24,0,0,0,-24,0,0,0,48,0,0,0
12,90,k,2,-24,0,0,0,-24,0,0,0,48,0,0,12
12,90,k,2,24,0,-24,0,-24,0,-48,0,0,6,-6,-24
12,90,k,2,24,0,-24,0,-24,0,-48,0,0,18,-6,-36
13,2,t,2,24,0,0,0,-24,0,0,0,-24,0,0,0
13,3,t,2,-24,0,0,0,-24,0,0,0,24,0,0,6
13,21,t,2,-24,0,0,0,-24,0,0,0,24,0,0,0
13,72,k,2,0,0,-48,0,-24,0,-24,0,24,-12,0,0
13,72,k,2,0,0,-48,0,-24,0,-24,0,24,0,0,0
13,72,k,2,24,0,0,0,-48,0,0,0,-24,0,-12,0
13,72,k,2,24,0,0,0,-48,0,0,0,-24,0,0,0
13,72,k,2,48,0,0,0,-24,0,0,0,-24,0,0,0
13,72,k,2,48,0,0,0,-24,0,0,0,-24,12,0,0
13,72,k,3,-24,0,0,0,-24,0,0,0,72,0,0,24
13,72,k,3,-24,0,48,0,-24,0,24,0,24,12,0,12
13,72,k,3,24,0,-48,0,24,0,24,0,24,0,0,24
13,72,k,3,24,0,0,0,-72,0,0,0,-24,0,0,0
13,72,k,3,72,0,0,0,-24,0,0,0,-24,0,0,0
13,81,k,2,24,0,0,0,-48,0,0,0,-24,0,-12,0
13,81,k,2,24,0,0,0,-48,0,0,0,-24,0,0,0
13,90,k,2,-48,0,0,0,-48,0,0,0,24,-36,-12,0
13,90,k,2,-48,0,0,0,-48,0,0,0,24,-24,-12,0
13,90,k,2,-48,0,0,0,-48,0,0,0,24,-12,0,0
13,90,k,2,-48,0,0,0,-48,0,0,0,24,0,0,0
14,2,t,2,24,0,0,0,-24,0,0,0,-24,0,0,0
14,6,t,2,-24,0,0,0,-24,0,0,0,24,0,0,6
14,21,t,2,-24,0,0,0,-24,0,0,0,24,0,-6,0
14,81,k,2,0,0,-48,0,-24,0,-24,0,24,-12,0,0
14,81,k,2,0,0,-48,0,-24,0,-24,0,24,0,0,0
14,81,k,2,48,0,0,0,-24,0,0,0,-24,0,0,0
14,81,k,2,48,0,0,0,-24,0,0,0,-24,12,0,0
14,81,k,3,-24,0,0,0,-24,0,0,0,72,0,0,24
14,81,k,3,-24,0,48,0,-24,0,24,0,24,12,0,12
14,81,k,3,24,0,-48,0,24,0,24,0,24,0,12,24
14,81,k,3,24,0,0,0,-72,0,0,0,-24,0,-12,0
14,81,k,3,72,0,0,0,-24,0,0,0,-24,0,0,0
15,2,t,2,-12,-12,0,12,-12,0,0,0,24,0,0,0
15,9,t,2,-24,0,0,0,-24,0,0,0,24,0,0,6
15,39,t,2,-24,0,0,0,-24,0,0,0,24,0,0,0
15,72,k,2,-24,0,0,0,-24,0,0,0,24,0,0,0
15,72,k,2,24,0,-24,0,24,0,0,0,24,6,6,12
15,81,k,2,-24,0,0,0,-24,0,0,0,24,-6,-6,0
15,81,k,2,24,0,-24,0,24,0,0,0,24,-12,12,12
15,90,k,3,-24,0,-24,0,-24,0,-48,0,24,-18,-6,-12
15,90,k,3,-24,0,-24,0,24,0,48,0,-24,-18,6,24
15,90,k,3,-24,0,0,0,-72,0,0,0,24,0,0,0
15,90,k,3,-24,0,0,0,-24,0,0,0,72,0,0,24
15,90,k,3,72,0,0,0,-24,0,0,0,-24,0,0,-12
16,3,t,2,0,-24,0,24,0,0,0,0,24,0,0,0
16,3,t,2,24,0,0,0,0,24,0,-24,0,0,0,0
16,3,t,2,24,0,0,0,24,0,0,0,24,0,0,0
16,108,k,2,-24,0,0,0,0,-48,0,-24,0,0,-12,0
16,108,k,2,-24,0,0,0,0,-48,0,-24,0,0,0,0
16,108,k,2,0,0,48,24,0,0,0,24,0,0,0,0
16,108,k,2,0,0,48,24,0,0,0,24,0,12,0,0
16,108,k,2,24,0,0,0,24,0,0,0,48,0,0,0
16,108,k,2,24,0,0,0,24,0,0,0,48,0,0,12
16,108,k,3,-24,0,0,0,0,-72,0,-24,0,0,0,0
16,108,k,3,0,0,72,24,0,0,0,24,0,0,0,24
16,108,k,3,24,0,0,0,24,0,0,0,72,0,0,0
16,109,k,2,-24,0,0,0,0,-48,0,-24,0,0,-12,0
16,109,k,2,-24,0,0,0,0,-48,0,-24,0,0,0,0
16,109,k,2,0,0,48,24,0,0,0,24,0,0,0,0
16,109,k,2,0,0,48,24,0,0,0,24,0,12,0,0
16,109,k,2,24,0,0,0,24,0,0,0,48,0,0,0
16,109,k,2,24,0,0,0,24,0,0,0,48,0,0,12
16,119,k,2,-48,0,0,0,0,24,0,48,0,-36,0,36
16,119,k,2,-48,0,0,0,0,24,0,48,0,-24,0,12
16,119,k,2,-48,0,0,0,0,24,0,48,0,-12,0,0
16,119,k,2,-48,0,0,0,0,24,0,48,0,0,0,0
16,119,k,2,0,0,24,-48,0,0,0,-48,0,0,-36,-36
16,119,k,2,0,0,24,-48,0,0,0,-48,0,0,-24,-12
16,119,k,2,0,0,24,-48,0,0,0,-48,0,0,-12,0
16,119,k,2,0,0,24,-48,0,0,0,-48,0,0,0,0
16,119,k,2,48,0,0,0,48,0,0,0,24,0,0,0
16,119,k,2,48,0,0,0,48,0,0,0,24,0,12,0
16,119,k,2,48,0,0,0,48,0,0,0,24,12,0,0
16,119,k,2,48,0,0,0,48,0,0,0,24,36,12,0
16,122,k,2,48,0,0,0,48,0,0,0,48,0,0,12
16,122,k,2,48,0,0,0,48,0,0,0,48,12,0,36
16,122,k,2,48,0,0,0,48,0,0,0,48,36,0,0
16,122,k,2,48,0,0,0,48,0,0,0,48,48,48,0
17,3,t,2,0,-24,0,24,0,0,0,0,24,0,0,0
17,3,t,2,24,0,0,0,24,0,0,0,24,0,0,6
17,6,t,2,24,0,0,0,0,24,0,-24,0,0,0,0
17,109,k,2,0,48,0,24,0,0,0,0,-24,0,0,-6
17,109,k,2,0,48,0,24,0,0,0,0,-24,12,0,-6
17,109,k,2,24,0,0,0,48,0,0,0,24,0,0,0
17,109,k,2,24,0,0,0,48,0,0,0,24,0,12,0
17,109,k,3,0,72,0,24,0,0,0,0,-24,0,0,-6
17,109,k,3,24,0,0,0,24,0,0,0,72,0,0,0
17,109,k,3,24,0,0,0,72,0,0,0,24,0,0,0
17,112,k,2,0,0,-24,0,48,0,24,0,0,0,0,0
17,112,k,2,0,0,-24,0,48,0,24,0,0,0,36,0
17,112,k,2,0,48,0,0,0,24,24,0,0,0,0,6
17,112,k,2,0,48,0,0,0,24,24,0,0,12,0,6
17,116,k,2,48,0,0,0,48,0,0,0,24,0,0,0
17,116,k,2,48,0,0,0,48,0,0,0,24,0,12,0
17,116,k,2,48,0,0,0,48,0,0,0,24,12,0,0
17,116,k,2,48,0,0,0,48,0,0,0,24,36,12,0
18,3,t,2,24,0,0,0,0,24,0,-24,0,0,0,0
18,6,t,2,0,-24,0,24,0,0,0,0,24,0,6,0
18,6,t,2,24,0,0,0,24,0,0,0,24,6,0,0
18,112,k,2,24,0,0,0,24,0,0,0,48,0,0,0
18,112,k,2,24,0,0,0,24,0,0,0,48,0,0,12
18,112,k,3,0,72,0,24,0,0,0,0,-24,24,0,0
18,112,k,3,24,0,0,0,24,0,0,0,72,0,0,0
18,112,k,3,24,0,0,0,72,0,0,0,24,0,24,0
18,115,k,2,24,0,0,0,24,0,0,0,48,6,0,0
18,115,k,2,24,0,0,0,24,0,0,0,48,6,0,12
19,6,t,2,0,-24,0,24,0,0,0,0,24,0,6,0
19,6,t,2,24,0,0,0,0,24,0,-24,0,6,0,0
19,6,t,2,24,0,0,0,24,0,0,0,24,0,0,6
19,115,k,3,-24,0,0,0,0,-72,0,-24,0,-6,-30,-6
19,115,k,3,0,0,72,24,0,0,0,24,0,0,0,24
19,115,k,3,24,0,0,0,24,0,0,0,72,0,0,0
20,6,t,2,-12,0,-12,-12,0,12,0,24,0,0,0,0
20,9,t,2,0,-24,0,-24,0,0,0,0,-24,0,0,0
20,9,t,2,24,0,0,0,24,0,0,0,24,0,0,6
20,109,k,2,24,0,0,0,24,0,0,0,24,0,0,24
20,112,k,2,0,0,24,24,0,0,0,24,0,6,0,24
20,112,k,2,24,0,0,0,0,-24,0,24,0,0,-6,6
20,115,k,2,24,0,0,0,24,0,0,0,24,6,0,24
20,116,k,3,0,-72,0,24,0,0,0,0,24,0,0,6
20,116,k,3,24,0,0,0,24,0,0,0,72,0,0,0
20,116,k,3,24,0,0,0,72,0,0,0,24,0,72,12
21,3,t,2,-12,0,-12,-12,0,12,0,24,0,0,0,0
21,9,t,2,0,-24,0,-24,0,0,0,0,-24,0,0,0
21,9,t,2,24,0,0,0,24,0,0,0,24,0,0,0
21,108,k,2,24,0,0,0,24,0,0,0,24,0,0,24
21,109,k,2,0,0,24,24,0,0,0,24,0,0,6,24
21,109,k,2,24,0,0,0,0,-24,0,24,0,6,0,24
21,112,k,2,24,0,0,0,24,0,0,0,24,0,0,24
21,116,k,2,24,0,0,0,24,0,0,0,48,0,0,0
21,116,k,2,24,0,0,0,24,0,0,0,48,0,0,36
21,119,k,2,24,0,0,0,24,0,0,0,48,0,0,0
21,119,k,2,24,0,0,0,24,0,0,0,48,0,0,36
21,119,k,3,0,-72,0,24,0,0,0,0,24,0,0,24
21,119,k,3,24,0,0,0,24,0,0,0,72,0,0,0
21,119,k,3,24,0,0,0,72,0,0,0,24,0,72,0
21,123,k,2,24,0,0,0,24,0,0,0,48,0,0,0
21,123,k,2,24,0,0,0,24,0,0,0,48,0,0,12
21,124,k,2,24,0,0,0,24,0,0,0,48,6,24,36
21,124,k,2,24,0,0,0,24,0,0,0,48,18,12,48
22,9,t,2,-24,0,12,0,0,-12,0,-24,0,0,0,0
22,9,t,2,0,-24,0,24,0,-12,0,0,12,0,0,0
22,9,t,2,24,0,-12,0,-24,0,0,0,-12,0,0,0
22,116,k,2,-24,0,0,0,0,24,0,24,0,-12,6,6
22,116,k,2,-24,0,0,0,0,24,0,24,0,-6,0,0
22,116,k,2,0,0,24,-24,0,0,0,-24,0,0,-6,0
22,116,k,2,0,0,24,-24,0,0,0,-24,0,6,-12,-6
22,116,k,2,24,0,0,0,24,0,0,0,24,6,0,0
22,116,k,2,24,0,0,0,24,0,0,0,24,24,6,18
22,119,k,2,-24,0,0,0,0,24,0,24,0,-18,6,18
22,119,k,2,-24,0,0,0,0,24,0,24,0,0,0,0
22,119,k,2,0,0,24,-24,0,0,0,-24,0,0,0,0
22,119,k,2,0,0,24,-24,0,0,0,-24,0,6,-18,-18
22,119,k,2,24,0,0,0,24,0,0,0,24,18,6,18
22,119,k,2,24,0,0,0,24,0,0,0,24,24,0,0
22,122,k,3,0,0,-72,-24,0,0,0,24,0,0,0,0
22,122,k,3,24,0,0,0,0,72,0,-24,0,24,0,-24
22,122,k,3,24,0,0,0,24,0,0,0,72,0,0,0
23,9,t,2,0,24,0,24,0,-24,-24,0,0,0,0,0
23,9,t,2,24,0,-24,0,-24,0,-24,0,0,-24,0,0
23,9,t,2,24,0,-24,24,0,0,0,-24,0,0,0,0
23,108,k,2,24,0,0,0,24,0,0,0,24,0,24,0
23,112,k,2,0,0,24,-24,0,0,0,-24,0,6,0,0
23,112,k,2,24,0,0,0,0,24,0,-24,0,0,6,0
23,112,k,2,24,0,0,0,24,0,0,0,24,12,12,18
23,123,k,3,-24,0,0,0,0,-72,0,-24,0,0,0,0
23,123,k,3,0,0,-72,-24,0,0,0,24,0,0,-24,24
23,123,k,3,24,0,0,0,24,0,0,0,72,0,0,72
24,9,t,2,0,24,0,24,0,-24,-24,0,0,6,12,-18
24,9,t,2,24,0,-24,0,-24,0,-24,0,0,-6,0,0
24,9,t,2,24,0,-24,24,0,0,0,-24,0,12,18,-6
24,109,k,2,0,0,24,-24,0,0,0,-24,0,6,-6,0
24,109,k,2,24,0,0,0,0,24,0,-24,0,0,0,-6
24,109,k,2,24,0,0,0,24,0,0,0,24,6,0,18
24,115,k,2,24,0,0,0,24,0,0,0,24,12,12,0
24,124,k,3,-24,0,0,0,0,-72,0,-24,0,-18,-18,-18
24,124,k,3,0,0,-72,-24,0,0,0,24,0,0,-24,24
24,124,k,3,24,0,0,0,24,0,0,0,72,0,0,24
25,3,t,2,24,0,0,0,0,24,0,-24,0,0,0,0
25,18,t,2,0,-24,0,24,0,0,0,0,24,0,0,0
25,18,t,2,24,0,0,0,24,0,0,0,24,0,0,0
25,125,k,2,0,48,0,24,0,0,0,0,-24,0,0,0
25,125,k,2,0,48,0,24,0,0,0,0,-24,12,0,0
25,125,k,2,24,0,0,0,24,0,0,0,48,0,0,0
25,125,k,2,24,0,0,0,48,0,0,0,24,0,0,0
25,125,k,2,24,0,0,0,48,0,0,0,24,0,12,0
25,125,k,3,0,72,0,24,0,0,0,0,-24,0,0,0
25,125,k,3,24,0,0,0,24,0,0,0,72,0,0,0
25,125,k,3,24,0,0,0,72,0,0,0,24,0,0,0
25,128,k,2,0,24,0,24,0,0,0,0,-48,0,0,0
25,128,k,2,24,0,0,0,24,0,0,0,48,0,0,0
25,134,k,2,24,0,0,0,24,0,0,0,48,0,0,0
