super,hall,kind,index,p00,p01,p02,p10,p11,p12,p20,p21,p22,s0,s1,s2
221,523,k,2,48,0,0,0,48,0,0,0,48,0,48,48
221,523,k,2,48,0,0,0,48,0,0,0,48,36,12,12
221,524,k,2,48,0,0,0,48,0,0,0,48,12,12,12
221,524,k,2,48,0,0,0,48,0,0,0,48,24,48,48
221,529,k,4,48,0,0,0,48,0,0,0,48,12,12,12
221,529,k,4,48,0,0,0,48,0,0,0,48,48,48,0
222,404,t,3,24,0,0,0,24,0,0,0,24,0,0,0
222,460,t,4,24,0,24,0,24,-24,-24,24,24,6,-6,6
222,495,t,2,24,0,0,0,24,0,0,0,24,0,0,0
222,503,t,2,24,0,0,0,24,0,0,0,24,0,0,0
222,514,t,2,24,0,0,0,24,0,0,0,24,0,0,0
223,412,t,3,24,0,0,0,24,0,0,0,24,24,12,0
223,460,t,4,24,0,24,0,24,-24,-24,24,24,24,0,48
223,494,t,2,24,0,0,0,24,0,0,0,24,0,0,0
223,504,t,2,24,0,0,0,24,0,0,0,24,24,0,24
223,514,t,2,24,0,0,0,24,0,0,0,24,0,0,0
223,530,k,4,48,0,0,0,48,0,0,0,48,0,48,0
223,530,k,4,48,0,0,0,48,0,0,0,48,36,36,36
224,416,t,3,24,0,0,0,24,0,0,0,24,24,24,0
224,458,t,4,24,0,24,0,24,-24,-24,24,24,6,-6,6
224,495,t,2,24,0,0,0,24,0,0,0,24,0,0,0
224,504,t,2,24,0,0,0,24,0,0,0,24,24,0,24
224,511,t,2,24,0,0,0,24,0,0,0,24,0,0,0
224,525,k,2,48,0,0,0,48,0,0,0,48,24,0,0
224,525,k,2,48,0,0,0,48,0,0,0,48,36,36,36
224,527,k,2,48,0,0,0,48,0,0,0,48,24,0,0
224,527,k,2,48,0,0,0,48,0,0,0,48,36,36,36
225,424,t,3,12,-12,0,12,12,0,0,0,24,0,0,0
225,458,t,4,12,-12,24,12,0,-24,0,12,24,0,0,0
225,497,t,2,24,0,0,0,24,0,0,0,24,0,0,0
225,505,t,2,24,0,0,0,24,0,0,0,24,0,0,0
225,512,t,2,24,0,0,0,24,0,0,0,24,0,0,0
225,517,k,4,24,0,0,0,24,0,0,0,24,0,0,0
225,521,k,4,24,0,0,0,24,0,0,0,24,6,6,6
226,425,t,3,12,-12,0,12,12,0,0,0,24,6,6,0
226,460,t,4,12,-12,24,12,0,-24,0,12,24,12,-12,12
226,497,t,2,24,0,0,0,24,0,0,0,24,0,0,0
226,505,t,2,24,0,0,0,24,0,0,0,24,6,6,6
226,515,t,2,24,0,0,0,24,0,0,0,24,0,0,0
226,518,k,4,24,0,0,0,24,0,0,0,24,6,6,18
226,520,k,4,24,0,0,0,24,0,0,0,24,0,24,12
227,426,t,3,12,-12,0,12,12,0,0,0,24,-6,6,18
227,458,t,4,12,-12,24,12,0,-24,0,12,24,21,-21,21
227,498,t,2,24,0,0,0,24,0,0,0,24,0,0,0
227,506,t,2,24,0,0,0,24,0,0,0,24,24,24,24
227,512,t,2,24,0,0,0,24,0,0,0,24,0,0,0
228,428,t,3,12,-12,0,12,12,0,0,0,24,-6,6,0
228,460,t,4,12,-12,24,12,0,-24,0,12,24,3,-3,3
228,498,t,2,24,0,0,0,24,0,0,0,24,6,6,6
228,506,t,2,24,0,0,0,24,0,0,0,24,24,24,24
228,515,t,2,24,0,0,0,24,0,0,0,24,0,0,0
229,424,t,3,24,0,0,0,24,0,0,0,24,0,0,0
229,458,t,4,24,-24,12,24,0,-12,0,24,12,0,0,0
229,500,t,2,24,0,0,0,24,0,0,0,24,0,0,0
229,507,t,2,24,0,0,0,24,0,0,0,24,0,0,0
229,513,t,2,24,0,0,0,24,0,0,0,24,0,0,0
229,517,k,2,24,0,0,0,24,0,0,0,24,0,0,24
229,518,k,2,24,0,0,0,24,0,0,0,24,0,0,24
229,520,k,2,24,0,0,0,24,0,0,0,24,0,0,24
229,521,k,2,24,0,0,0,24,0,0,0,24,0,0,24
230,428,t,3,24,0,0,0,24,0,0,0,24,0,6,21
230,460,t,4,24,-24,12,24,0,-12,0,24,12,24,12,12
230,502,t,2,24,0,0,0,24,0,0,0,24,0,0,0
230,510,t,2,24,0,0,0,24,0,0,0,24,0,0,0
230,516,t,2,24,0,0,0,24,0,0,0,24,0,0,0
